q2,q12a,q12c,q3,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
,Very unfavorable,Very favorable,Somewhat good,Ethiopia,0.850872262950439,,4.0,1.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.6484031991389453,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.850872262950439,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.2573268422430772,,1.0,2.0,1.0
,Very favorable,Somewhat unfavorable,Very good,Ethiopia,1.185635657316806,,1.0,3.0,1.0
,Very favorable,Somewhat unfavorable,Somewhat good,Ethiopia,1.5323322096230465,,1.0,3.0,2.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,1.0,2.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,1.0,2.0
,Somewhat favorable,Don’t know,Very good,Ethiopia,1.5323322096230465,,2.0,,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.9577233384414072,,2.0,2.0,2.0
,Very favorable,Very favorable,Very good,Ethiopia,0.8858166957145672,,1.0,1.0,1.0
,Somewhat unfavorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,3.0,,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,1.5323322096230465,,2.0,2.0,2.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Somewhat unfavorable,Somewhat unfavorable,Very good,Ethiopia,0.8858166957145672,,3.0,3.0,1.0
,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.8858166957145672,,3.0,3.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.6415553916920483,,1.0,2.0,1.0
,Somewhat favorable,Very favorable,Somewhat good,Ethiopia,0.8858166957145672,,2.0,1.0,2.0
,Very favorable,Very favorable,Very good,Ethiopia,0.9577233384414072,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Very favorable,Very unfavorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,4.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,Ethiopia,0.7010376746562681,,2.0,4.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,2.0,2.0
,Very favorable,Very favorable,Very bad,Ethiopia,0.8587001715070903,,1.0,1.0,4.0
,Very favorable,Somewhat favorable,Somewhat bad,Ethiopia,0.6415553916920483,,1.0,2.0,3.0
,Very favorable,Very unfavorable,Somewhat bad,Ethiopia,0.9577233384414072,,1.0,4.0,3.0
,Very unfavorable,Very unfavorable,Somewhat bad,Ethiopia,0.9577233384414072,,4.0,4.0,3.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,1.185635657316806,,1.0,1.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.9577233384414072,,1.0,2.0,2.0
,Very favorable,Very unfavorable,Somewhat good,Ethiopia,0.8678657299378116,,1.0,4.0,2.0
,Somewhat favorable,Somewhat unfavorable,Very bad,Ethiopia,0.850872262950439,,2.0,3.0,4.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,1.2573268422430772,,1.0,2.0,2.0
,Very unfavorable,Don’t know,Very bad,Ethiopia,0.8858166957145672,,4.0,,4.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8587001715070903,,1.0,2.0,2.0
,Very favorable,Very unfavorable,Somewhat good,Ethiopia,1.5323322096230465,,1.0,4.0,2.0
,Very favorable,Very favorable,Somewhat bad,Ethiopia,0.6357069743901422,,1.0,1.0,3.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,2.0,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.6936339927875768,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.6484031991389453,,1.0,2.0,1.0
,Somewhat unfavorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,3.0,,2.0
,Very favorable,Very unfavorable,Very bad,Ethiopia,1.185635657316806,,1.0,4.0,4.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,1.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8587001715070903,,2.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8587001715070903,,2.0,2.0,2.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.6415553916920483,,1.0,,1.0
,Somewhat favorable,Don’t know,Somewhat bad,Ethiopia,1.185635657316806,,2.0,,3.0
,Don’t know,Don’t know,Somewhat bad,Ethiopia,0.8858166957145672,,,,3.0
,Very favorable,Very unfavorable,Somewhat bad,Ethiopia,1.185635657316806,,1.0,4.0,3.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Don’t know,Don’t know,Very good,Ethiopia,0.9577233384414072,,,,1.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.8587001715070903,,2.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,1.185635657316806,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.9577233384414072,,1.0,1.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Somewhat favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,2.0,,1.0
,Very unfavorable,Very unfavorable,Very good,Ethiopia,0.8858166957145672,,4.0,4.0,1.0
,Don’t know,Don’t know,Very good,Ethiopia,1.5323322096230465,,,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,1.0,,1.0
,Don’t know,Don’t know,Very good,Ethiopia,0.9577233384414072,,,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Don’t know,Don’t know,Don’t know,Ethiopia,1.5323322096230465,,,,
,Somewhat unfavorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,3.0,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.6357069743901422,,1.0,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Very favorable,Very unfavorable,Very good,Ethiopia,0.8858166957145672,,1.0,4.0,1.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,2.0,,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.9577233384414072,,2.0,2.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,2.0,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,1.0,,1.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8678657299378116,,1.0,1.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,Ethiopia,0.7010376746562681,,2.0,4.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,1.185635657316806,,2.0,2.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,1.0,,1.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.850872262950439,,2.0,,2.0
,Very favorable,Don’t know,Very bad,Ethiopia,0.8858166957145672,,1.0,,4.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,2.0,,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.6415553916920483,,1.0,2.0,1.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,1.0,2.0
,Very favorable,Very favorable,Very good,Ethiopia,1.185635657316806,,1.0,1.0,1.0
,Very favorable,Very favorable,Very good,Ethiopia,0.9577233384414072,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Very bad,Ethiopia,1.185635657316806,,1.0,2.0,4.0
,Very favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.6415553916920483,,1.0,3.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Somewhat favorable,Don’t know,Very good,Ethiopia,0.6936339927875768,,2.0,,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.6873108270919226,,2.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,1.185635657316806,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Very bad,Ethiopia,0.8858166957145672,,1.0,2.0,4.0
,Very favorable,Somewhat unfavorable,Somewhat good,Ethiopia,1.185635657316806,,1.0,3.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.6415553916920483,,1.0,,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,Ethiopia,0.8678657299378116,,2.0,4.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.9577233384414072,,1.0,3.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,2.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Somewhat bad,Ethiopia,1.185635657316806,,1.0,,3.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,2.0,,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.6415553916920483,,1.0,2.0,2.0
,Very favorable,Very favorable,Very good,Ethiopia,1.185635657316806,,1.0,1.0,1.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,1.5323322096230465,,1.0,,1.0
,Very favorable,Very favorable,Very good,Ethiopia,1.185635657316806,,1.0,1.0,1.0
,Don’t know,Don’t know,Very good,Ethiopia,0.8858166957145672,,,,1.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Don’t know,Don’t know,Very good,Ethiopia,1.185635657316806,,,,1.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,,,2.0
,Don’t know,Don’t know,Very good,Ethiopia,0.8858166957145672,,,,1.0
,Somewhat unfavorable,Very unfavorable,Somewhat good,Ethiopia,1.185635657316806,,3.0,4.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,1.5323322096230465,,1.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Very good,Ethiopia,0.9577233384414072,,2.0,2.0,1.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.5323322096230465,,1.0,,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.9577233384414072,,1.0,2.0,1.0
,Somewhat unfavorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,3.0,2.0,1.0
,Somewhat unfavorable,Don’t know,Very good,Ethiopia,1.185635657316806,,3.0,,1.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.5323322096230465,,1.0,,2.0
,Very unfavorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,4.0,,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.9577233384414072,,1.0,2.0,1.0
,Very favorable,Somewhat unfavorable,Very good,Ethiopia,0.8587001715070903,,1.0,3.0,1.0
,Very favorable,Somewhat unfavorable,Very good,Ethiopia,1.185635657316806,,1.0,3.0,1.0
,Very favorable,Very favorable,Very good,Ethiopia,0.9577233384414072,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.9577233384414072,,2.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Very good,Ethiopia,0.8858166957145672,,1.0,3.0,1.0
,Very favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,3.0,2.0
,Somewhat favorable,Somewhat favorable,Very good,Ethiopia,0.9577233384414072,,2.0,2.0,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,1.0,,1.0
,Somewhat favorable,Very favorable,Somewhat good,Ethiopia,0.8587001715070903,,2.0,1.0,2.0
,Very favorable,Very favorable,Very good,Ethiopia,0.8858166957145672,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8678657299378116,,1.0,2.0,1.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,2.0,2.0
,Very favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.9577233384414072,,1.0,3.0,2.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Somewhat favorable,Very unfavorable,Somewhat good,Ethiopia,0.8858166957145672,,2.0,4.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Very unfavorable,Somewhat favorable,Somewhat good,Ethiopia,1.185635657316806,,4.0,2.0,2.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Somewhat favorable,Very unfavorable,Very good,Ethiopia,0.6484031991389453,,2.0,4.0,1.0
,Very favorable,Somewhat favorable,Very bad,Ethiopia,0.8858166957145672,,1.0,2.0,4.0
,Very unfavorable,Very favorable,Very good,Ethiopia,0.8858166957145672,,4.0,1.0,1.0
,Very favorable,Very unfavorable,Somewhat bad,Ethiopia,0.6357069743901422,,1.0,4.0,3.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.7010376746562681,,2.0,3.0,2.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,2.0,,2.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,,,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,1.185635657316806,,1.0,2.0,2.0
,Somewhat unfavorable,Very unfavorable,Very good,Ethiopia,0.8587001715070903,,3.0,4.0,1.0
,Very unfavorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,4.0,,1.0
,Very favorable,Somewhat favorable,Very bad,Ethiopia,0.8858166957145672,,1.0,2.0,4.0
,Very favorable,Don’t know,Very bad,Ethiopia,1.185635657316806,,1.0,,4.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Somewhat favorable,Somewhat unfavorable,Somewhat good,Ethiopia,0.9577233384414072,,2.0,3.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8858166957145672,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,1.5323322096230465,,1.0,2.0,2.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,2.0,,2.0
,Very favorable,Very favorable,Somewhat bad,Ethiopia,1.5323322096230465,,1.0,1.0,3.0
,Very unfavorable,Don’t know,Very good,Ethiopia,0.6415553916920483,,4.0,,1.0
,Very favorable,Somewhat unfavorable,Very good,Ethiopia,0.6484031991389453,,1.0,3.0,1.0
,Very favorable,Don’t know,Very bad,Ethiopia,0.9577233384414072,,1.0,,4.0
,Don’t know,Don’t know,Don’t know,Ethiopia,0.9577233384414072,,,,
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Very favorable,Somewhat favorable,Somewhat good,Ethiopia,0.6357069743901422,,1.0,2.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.6484031991389453,,1.0,2.0,1.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.8587001715070903,,2.0,2.0,2.0
,Very favorable,Don’t know,Somewhat bad,Ethiopia,0.8858166957145672,,1.0,,3.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,,,2.0
,Very favorable,Very unfavorable,Somewhat good,Ethiopia,1.185635657316806,,1.0,4.0,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Don’t know,Don’t know,Very good,Ethiopia,1.185635657316806,,,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,1.185635657316806,,1.0,2.0,1.0
,Very favorable,Don’t know,Somewhat bad,Ethiopia,0.8858166957145672,,1.0,,3.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Somewhat unfavorable,Don’t know,Somewhat bad,Ethiopia,1.185635657316806,,3.0,,3.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Very favorable,Don’t know,Somewhat bad,Ethiopia,1.185635657316806,,1.0,,3.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,1.0,,2.0
,Don’t know,Don’t know,Very good,Ethiopia,0.9577233384414072,,,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.8587001715070903,,1.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,1.0,,1.0
,Somewhat unfavorable,Don’t know,Very good,Ethiopia,0.8587001715070903,,3.0,,1.0
,Don’t know,Don’t know,Somewhat bad,Ethiopia,0.8858166957145672,,,,3.0
,Don’t know,Don’t know,Very good,Ethiopia,1.5323322096230465,,,,1.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,,,2.0
,Don’t know,Don’t know,Somewhat bad,Ethiopia,0.9577233384414072,,,,3.0
,Very favorable,Don’t know,Very good,Ethiopia,0.9577233384414072,,1.0,,1.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,1.5323322096230465,,,,2.0
,Don’t know,Don’t know,Very good,Ethiopia,0.9577233384414072,,,,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.6936339927875768,,1.0,,1.0
,Don’t know,Don’t know,Somewhat good,Ethiopia,0.8587001715070903,,,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,1.0,,2.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,1.185635657316806,,2.0,,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.6415553916920483,,1.0,,2.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.8587001715070903,,2.0,,2.0
,Very favorable,Very unfavorable,Very good,Ethiopia,1.185635657316806,,1.0,4.0,1.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8678657299378116,,1.0,1.0,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Somewhat favorable,Don’t know,Somewhat good,Ethiopia,0.8858166957145672,,2.0,,2.0
,Somewhat favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,2.0,,1.0
,Very favorable,Somewhat unfavorable,Very good,Ethiopia,0.6484031991389453,,1.0,3.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.6415553916920483,,1.0,2.0,1.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
,Very favorable,Very favorable,Very good,Ethiopia,0.9577233384414072,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.9577233384414072,,1.0,1.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.6415553916920483,,2.0,2.0,2.0
,Somewhat favorable,Somewhat favorable,Somewhat good,Ethiopia,0.7010376746562681,,2.0,2.0,2.0
,Somewhat favorable,Very unfavorable,Very good,Ethiopia,0.8587001715070903,,2.0,4.0,1.0
,Very favorable,Very favorable,Very good,Ethiopia,1.185635657316806,,1.0,1.0,1.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.8858166957145672,,1.0,2.0,1.0
,Very favorable,Very favorable,Very good,Ethiopia,0.8858166957145672,,1.0,1.0,1.0
,Somewhat favorable,Very unfavorable,Somewhat good,Ethiopia,1.5323322096230465,,2.0,4.0,2.0
,Somewhat favorable,Very unfavorable,Somewhat good,Ethiopia,0.9577233384414072,,2.0,4.0,2.0
,Very favorable,Somewhat favorable,Very good,Ethiopia,0.6415553916920483,,1.0,2.0,1.0
,Very favorable,Very favorable,Somewhat good,Ethiopia,0.8678657299378116,,1.0,1.0,2.0
,Somewhat unfavorable,Very unfavorable,Somewhat good,Ethiopia,0.7010376746562681,,3.0,4.0,2.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Somewhat favorable,Don’t know,Very good,Ethiopia,1.185635657316806,,2.0,,1.0
,Very favorable,Don’t know,Somewhat good,Ethiopia,0.9577233384414072,,1.0,,2.0
,Very favorable,Don’t know,Very good,Ethiopia,0.8858166957145672,,1.0,,1.0
